state,county,fips,year,office,party,candidate,candidatevotes_sum
Indiana,Marshall,18099,2000,President,republican,George W. Bush,10266
Indiana,Marshall,18099,2004,President,democrat,John Kerry,5593
Indiana,Marshall,18099,2004,President,republican,George W. Bush,12074
Indiana,Marshall,18099,2008,President,democrat,Barack Obama,7889
Indiana,Marshall,18099,2008,President,republican,John McCain,10406
Indiana,Marshall,18099,2012,President,democrat,Barack Obama,6137
Indiana,Marshall,18099,2012,President,republican,Mitt Romney,11260
Indiana,Marshall,18099,2016,President,democrat,Hillary Clinton,4798
Indiana,Marshall,18099,2016,President,republican,Donald Trump,12288
Indiana,Martin,18101,2000,President,democrat,Al Gore,1518
Indiana,Martin,18101,2000,President,republican,George W. Bush,3008
Indiana,Martin,18101,2004,President,democrat,John Kerry,1522
Indiana,Martin,18101,2004,President,republican,George W. Bush,3414
Indiana,Martin,18101,2008,President,democrat,Barack Obama,1706
Indiana,Martin,18101,2008,President,republican,John McCain,3122
Indiana,Martin,18101,2012,President,democrat,Barack Obama,1351
Indiana,Martin,18101,2012,President,republican,Mitt Romney,3262
Indiana,Martin,18101,2016,President,democrat,Hillary Clinton,881
Indiana,Martin,18101,2016,President,republican,Donald Trump,3697
Indiana,Miami,18103,2000,President,democrat,Al Gore,4155
Indiana,Miami,18103,2000,President,republican,George W. Bush,8401
Indiana,Miami,18103,2004,President,democrat,John Kerry,3886
Indiana,Miami,18103,2004,President,republican,George W. Bush,9600
Indiana,Miami,18103,2008,President,democrat,Barack Obama,5564
Indiana,Miami,18103,2008,President,republican,John McCain,8312
Indiana,Miami,18103,2012,President,democrat,Barack Obama,4222
Indiana,Miami,18103,2012,President,republican,Mitt Romney,8174
Indiana,Miami,18103,2016,President,democrat,Hillary Clinton,2766
Indiana,Miami,18103,2016,President,republican,Donald Trump,9975
Indiana,Monroe,18105,2000,President,democrat,Al Gore,17523
Indiana,Monroe,18105,2000,President,republican,George W. Bush,19147
Indiana,Monroe,18105,2004,President,democrat,John Kerry,26965
Indiana,Monroe,18105,2004,President,republican,George W. Bush,22834
Indiana,Monroe,18105,2008,President,democrat,Barack Obama,41450
Indiana,Monroe,18105,2008,President,republican,John McCain,21118
Indiana,Monroe,18105,2012,President,democrat,Barack Obama,33436
Indiana,Monroe,18105,2012,President,republican,Mitt Romney,22481
Indiana,Monroe,18105,2016,President,democrat,Hillary Clinton,34216
Indiana,Monroe,18105,2016,President,republican,Donald Trump,20592
Indiana,Montgomery,18107,2000,President,democrat,Al Gore,3899
Indiana,Montgomery,18107,2000,President,republican,George W. Bush,8891
Indiana,Montgomery,18107,2004,President,democrat,John Kerry,3536
Indiana,Montgomery,18107,2004,President,republican,George W. Bush,10901
Indiana,Montgomery,18107,2008,President,democrat,Barack Obama,6013
Indiana,Montgomery,18107,2008,President,republican,John McCain,9060
Indiana,Montgomery,18107,2012,President,democrat,Barack Obama,4271
Indiana,Montgomery,18107,2012,President,republican,Mitt Romney,9824
Indiana,Montgomery,18107,2016,President,democrat,Hillary Clinton,3362
Indiana,Montgomery,18107,2016,President,republican,Donald Trump,11059
Indiana,Morgan,18109,2000,President,democrat,Al Gore,6228
Indiana,Morgan,18109,2000,President,republican,George W. Bush,15286
Indiana,Morgan,18109,2004,President,democrat,John Kerry,6650
Indiana,Morgan,18109,2004,President,republican,George W. Bush,19197
Indiana,Morgan,18109,2008,President,democrat,Barack Obama,10330
Indiana,Morgan,18109,2008,President,republican,John McCain,18129
Indiana,Morgan,18109,2012,President,democrat,Barack Obama,7969
Indiana,Morgan,18109,2012,President,republican,Mitt Romney,19591
Indiana,Morgan,18109,2016,President,democrat,Hillary Clinton,6040
Indiana,Morgan,18109,2016,President,republican,Donald Trump,23674
Indiana,Newton,18111,2000,President,democrat,Al Gore,2101
Indiana,Newton,18111,2000,President,republican,George W. Bush,3250
Indiana,Newton,18111,2004,President,democrat,John Kerry,2032
Indiana,Newton,18111,2004,President,republican,George W. Bush,3757
Indiana,Newton,18111,2008,President,democrat,Barack Obama,2625
Indiana,Newton,18111,2008,President,republican,John McCain,3301
Indiana,Newton,18111,2012,President,democrat,Barack Obama,2212
Indiana,Newton,18111,2012,President,republican,Mitt Romney,3291
Indiana,Newton,18111,2016,President,democrat,Hillary Clinton,1404
Indiana,Newton,18111,2016,President,republican,Donald Trump,4077
Indiana,Noble,18113,2000,President,democrat,Al Gore,4822
Indiana,Noble,18113,2000,President,republican,George W. Bush,9103
Indiana,Noble,18113,2004,President,democrat,John Kerry,4703
Indiana,Noble,18113,2004,President,republican,George W. Bush,10859
Indiana,Noble,18113,2008,President,democrat,Barack Obama,7064
Indiana,Noble,18113,2008,President,republican,John McCain,9673
Indiana,Noble,18113,2012,President,democrat,Barack Obama,5229
Indiana,Noble,18113,2012,President,republican,Mitt Romney,10680
Indiana,Noble,18113,2016,President,democrat,Hillary Clinton,3904
Indiana,Noble,18113,2016,President,republican,Donald Trump,12198
Indiana,Ohio,18115,2000,President,democrat,Al Gore,951
Indiana,Ohio,18115,2000,President,republican,George W. Bush,1515
Indiana,Ohio,18115,2004,President,democrat,John Kerry,1139
Indiana,Ohio,18115,2004,President,republican,George W. Bush,1796
Indiana,Ohio,18115,2008,President,democrat,Barack Obama,1158
Indiana,Ohio,18115,2008,President,republican,John McCain,1713
Indiana,Ohio,18115,2012,President,democrat,Barack Obama,994
Indiana,Ohio,18115,2012,President,republican,Mitt Romney,1759
Indiana,Ohio,18115,2016,President,democrat,Hillary Clinton,686
Indiana,Ohio,18115,2016,President,republican,Donald Trump,2118
Indiana,Orange,18117,2000,President,democrat,Al Gore,2601
Indiana,Orange,18117,2000,President,republican,George W. Bush,4687
Indiana,Orange,18117,2004,President,democrat,John Kerry,2885
Indiana,Orange,18117,2004,President,republican,George W. Bush,5683
Indiana,Orange,18117,2008,President,democrat,Barack Obama,3390
Indiana,Orange,18117,2008,President,republican,John McCain,4536
Indiana,Orange,18117,2012,President,democrat,Barack Obama,2939
Indiana,Orange,18117,2012,President,republican,Mitt Romney,4617
Indiana,Orange,18117,2016,President,democrat,Hillary Clinton,2048
Indiana,Orange,18117,2016,President,republican,Donald Trump,5803
Indiana,Owen,18119,2000,President,democrat,Al Gore,2253
Indiana,Owen,18119,2000,President,republican,George W. Bush,4019
Indiana,Owen,18119,2004,President,democrat,John Kerry,2536
Indiana,Owen,18119,2004,President,republican,George W. Bush,5000
Indiana,Owen,18119,2008,President,democrat,Barack Obama,3570
Indiana,Owen,18119,2008,President,republican,John McCain,4415
Indiana,Owen,18119,2012,President,democrat,Barack Obama,2823
Indiana,Owen,18119,2012,President,republican,Mitt Romney,5062
Indiana,Owen,18119,2016,President,democrat,Hillary Clinton,1946
Indiana,Owen,18119,2016,President,republican,Donald Trump,6153
Indiana,Parke,18121,2000,President,democrat,Al Gore,2481
Indiana,Parke,18121,2000,President,republican,George W. Bush,3841
Indiana,Parke,18121,2004,President,democrat,John Kerry,2362
Indiana,Parke,18121,2004,President,republican,George W. Bush,4550
Indiana,Parke,18121,2008,President,democrat,Barack Obama,2924
Indiana,Parke,18121,2008,President,republican,John McCain,3909
Indiana,Parke,18121,2012,President,democrat,Barack Obama,2110
Indiana,Parke,18121,2012,President,republican,Mitt Romney,4234
Indiana,Parke,18121,2016,President,democrat,Hillary Clinton,1441
Indiana,Parke,18121,2016,President,republican,Donald Trump,4863
Indiana,Perry,18123,2000,President,democrat,Al Gore,3823
Indiana,Perry,18123,2000,President,republican,George W. Bush,3461
Indiana,Perry,18123,2004,President,democrat,John Kerry,4131
Indiana,Perry,18123,2004,President,republican,George W. Bush,4137
Indiana,Perry,18123,2008,President,democrat,Barack Obama,5141
Indiana,Perry,18123,2008,President,republican,John McCain,3202
Indiana,Perry,18123,2012,President,democrat,Barack Obama,4316
Indiana,Perry,18123,2012,President,republican,Mitt Romney,3403
Indiana,Perry,18123,2016,President,democrat,Hillary Clinton,3062
Indiana,Perry,18123,2016,President,republican,Donald Trump,4556
Indiana,Pike,18125,2000,President,democrat,Al Gore,2605
Indiana,Pike,18125,2000,President,republican,George W. Bush,3566
Indiana,Pike,18125,2004,President,democrat,John Kerry,2418
Indiana,Pike,18125,2004,President,republican,George W. Bush,3745
Indiana,Pike,18125,2008,President,democrat,Barack Obama,2700
Indiana,Pike,18125,2008,President,republican,John McCain,3221
Indiana,Pike,18125,2012,President,democrat,Barack Obama,2125
Indiana,Pike,18125,2012,President,republican,Mitt Romney,3627
Indiana,Pike,18125,2016,President,democrat,Hillary Clinton,1297
Indiana,Pike,18125,2016,President,republican,Donald Trump,4398
Indiana,Porter,18127,2000,President,democrat,Al Gore,26790
Indiana,Porter,18127,2000,President,republican,George W. Bush,31157
Indiana,Porter,18127,2004,President,democrat,John Kerry,29388
Indiana,Porter,18127,2004,President,republican,George W. Bush,34794
Indiana,Porter,18127,2008,President,democrat,Barack Obama,39178
Indiana,Porter,18127,2008,President,republican,John McCain,33857
Indiana,Porter,18127,2012,President,democrat,Barack Obama,37252
Indiana,Porter,18127,2012,President,republican,Mitt Romney,34406
Indiana,Porter,18127,2016,President,democrat,Hillary Clinton,33676
Indiana,Porter,18127,2016,President,republican,Donald Trump,38832
Indiana,Posey,18129,2000,President,democrat,Al Gore,4430
Indiana,Posey,18129,2000,President,republican,George W. Bush,6498
Indiana,Posey,18129,2004,President,democrat,John Kerry,4085
Indiana,Posey,18129,2004,President,republican,George W. Bush,7833
Indiana,Posey,18129,2008,President,democrat,Barack Obama,5828
Indiana,Posey,18129,2008,President,republican,John McCain,6804
Indiana,Posey,18129,2012,President,democrat,Barack Obama,4533
Indiana,Posey,18129,2012,President,republican,Mitt Romney,7430
Indiana,Posey,18129,2016,President,democrat,Hillary Clinton,3521
Indiana,Posey,18129,2016,President,republican,Donald Trump,8404
Indiana,Pulaski,18131,2000,President,democrat,Al Gore,1919
Indiana,Pulaski,18131,2000,President,republican,George W. Bush,3497
Indiana,Pulaski,18131,2004,President,democrat,John Kerry,1750
Indiana,Pulaski,18131,2004,President,republican,George W. Bush,3797
Indiana,Pulaski,18131,2008,President,democrat,Barack Obama,2466
Indiana,Pulaski,18131,2008,President,republican,John McCain,3388
Indiana,Pulaski,18131,2012,President,democrat,Barack Obama,1899
Indiana,Pulaski,18131,2012,President,republican,Mitt Romney,3366
Indiana,Pulaski,18131,2016,President,democrat,Hillary Clinton,1327
Indiana,Pulaski,18131,2016,President,republican,Donald Trump,3854
Indiana,Putnam,18133,2000,President,democrat,Al Gore,4123
Indiana,Putnam,18133,2000,President,republican,George W. Bush,7352
Indiana,Putnam,18133,2004,President,democrat,John Kerry,4103
Indiana,Putnam,18133,2004,President,republican,George W. Bush,8908
Indiana,Putnam,18133,2008,President,democrat,Barack Obama,6334
Indiana,Putnam,18133,2008,President,republican,John McCain,8086
Indiana,Putnam,18133,2012,President,democrat,Barack Obama,4507
Indiana,Putnam,18133,2012,President,republican,Mitt Romney,9005
Indiana,Putnam,18133,2016,President,democrat,Hillary Clinton,3356
Indiana,Putnam,18133,2016,President,republican,Donald Trump,10637
Indiana,Randolph,18135,2000,President,democrat,Al Gore,3906
Indiana,Randolph,18135,2000,President,republican,George W. Bush,6020
Indiana,Randolph,18135,2004,President,democrat,John Kerry,3812
Indiana,Randolph,18135,2004,President,republican,George W. Bush,7172
Indiana,Randolph,18135,2008,President,democrat,Barack Obama,4839
Indiana,Randolph,18135,2008,President,republican,John McCain,5788
Indiana,Randolph,18135,2012,President,democrat,Barack Obama,3769
Indiana,Randolph,18135,2012,President,republican,Mitt Romney,6218
Indiana,Randolph,18135,2016,President,democrat,Hillary Clinton,2446
Indiana,Randolph,18135,2016,President,republican,Donald Trump,7517
Indiana,Ripley,18137,2000,President,democrat,Al Gore,3498
Indiana,Ripley,18137,2000,President,republican,George W. Bush,6988
Indiana,Ripley,18137,2004,President,democrat,John Kerry,3510
Indiana,Ripley,18137,2004,President,republican,George W. Bush,8224
Indiana,Ripley,18137,2008,President,democrat,Barack Obama,4187
Indiana,Ripley,18137,2008,President,republican,John McCain,7794
Indiana,Ripley,18137,2012,President,democrat,Barack Obama,3241
Indiana,Ripley,18137,2012,President,republican,Mitt Romney,7484
Indiana,Ripley,18137,2016,President,democrat,Hillary Clinton,2471
Indiana,Ripley,18137,2016,President,republican,Donald Trump,9806
Indiana,Rush,18139,2000,President,democrat,Al Gore,2370
Indiana,Rush,18139,2000,President,republican,George W. Bush,4749
Indiana,Rush,18139,2004,President,democrat,John Kerry,2000
Indiana,Rush,18139,2004,President,republican,George W. Bush,5363
Indiana,Rush,18139,2008,President,democrat,Barack Obama,3229
Indiana,Rush,18139,2008,President,republican,John McCain,4271
Indiana,Rush,18139,2012,President,democrat,Barack Obama,2221
Indiana,Rush,18139,2012,President,republican,Mitt Romney,4633
Indiana,Rush,18139,2016,President,democrat,Hillary Clinton,1525
Indiana,Rush,18139,2016,President,republican,Donald Trump,5292
Indiana,Scott,18143,2000,President,democrat,Al Gore,3915
Indiana,Scott,18143,2000,President,republican,George W. Bush,3761
Indiana,Scott,18143,2004,President,democrat,John Kerry,3822
Indiana,Scott,18143,2004,President,republican,George W. Bush,4793
Indiana,Scott,18143,2008,President,democrat,Barack Obama,4271
Indiana,Scott,18143,2008,President,republican,John McCain,4445
Indiana,Scott,18143,2012,President,democrat,Barack Obama,3998
Indiana,Scott,18143,2012,President,republican,Mitt Romney,4539
Indiana,Scott,18143,2016,President,democrat,Hillary Clinton,2642
Indiana,Scott,18143,2016,President,republican,Donald Trump,6074
Indiana,Shelby,18145,2000,President,democrat,Al Gore,5374
Indiana,Shelby,18145,2000,President,republican,George W. Bush,9590
Indiana,Shelby,18145,2004,President,democrat,John Kerry,4519
Indiana,Shelby,18145,2004,President,republican,George W. Bush,11397
Indiana,Shelby,18145,2008,President,democrat,Barack Obama,6987
Indiana,Shelby,18145,2008,President,republican,John McCain,10333
Indiana,Shelby,18145,2012,President,democrat,Barack Obama,5359
Indiana,Shelby,18145,2012,President,republican,Mitt Romney,10978
Indiana,Shelby,18145,2016,President,democrat,Hillary Clinton,4247
Indiana,Shelby,18145,2016,President,republican,Donald Trump,12718
Indiana,Spencer,18147,2000,President,democrat,Al Gore,3752
Indiana,Spencer,18147,2000,President,republican,George W. Bush,5096
Indiana,Spencer,18147,2004,President,democrat,John Kerry,3920
Indiana,Spencer,18147,2004,President,republican,George W. Bush,5934
Indiana,Spencer,18147,2008,President,democrat,Barack Obama,5039
Indiana,Spencer,18147,2008,President,republican,John McCain,5001
Indiana,Spencer,18147,2012,President,democrat,Barack Obama,4026
Indiana,Spencer,18147,2012,President,republican,Mitt Romney,5515
Indiana,Spencer,18147,2016,President,democrat,Hillary Clinton,2861
Indiana,Spencer,18147,2016,President,republican,Donald Trump,6572
Indiana,St. Joseph,18141,2000,President,democrat,Al Gore,47703
Indiana,St. Joseph,18141,2000,President,republican,George W. Bush,47581
Indiana,St. Joseph,18141,2004,President,democrat,John Kerry,52637
Indiana,St. Joseph,18141,2004,President,republican,George W. Bush,55254
Indiana,St. Joseph,18141,2008,President,democrat,Barack Obama,68710
Indiana,St. Joseph,18141,2008,President,republican,John McCain,48510
Indiana,St. Joseph,18141,2012,President,democrat,Barack Obama,56460
Indiana,St. Joseph,18141,2012,President,republican,Mitt Romney,52578
Indiana,St. Joseph,18141,2016,President,democrat,Hillary Clinton,52252
Indiana,St. Joseph,18141,2016,President,republican,Donald Trump,52021
Indiana,Starke,18149,2000,President,democrat,Al Gore,4136
Indiana,Starke,18149,2000,President,republican,George W. Bush,4349
Indiana,Starke,18149,2004,President,democrat,John Kerry,3987
Indiana,Starke,18149,2004,President,republican,George W. Bush,4846
